"bbref_id","season","Name","Age","Level","Team","G","PA","AB","R","H","X1B","X2B","X3B","HR","RBI","BB","IBB","uBB","SO","HBP","SH","SF","GDP","SB","CS","BA","OBP","SLG","OPS"
"brinsle01",2017,"Lewis Brinson",25,"Maj-NL","Miami,Milwaukee",205,709,655,48,120,81,19,7,13,60,37,4,33,211,11,2,3,14,4,1,0.183,0.238,0.293,0.531
"pearcst01",2017,"Steve Pearce",36,"Maj-AL","Boston,Toronto",197,698,617,82,156,94,35,2,25,88,63,1,62,140,11,0,6,18,0,0,0.253,0.33,0.438,0.768
"rickajo01",2017,"Joey Rickard",28,"Maj-AL,Maj-NL","Baltimore,San Francisco",248,696,642,70,153,101,34,3,15,52,42,1,41,168,9,2,1,10,16,5,0.238,0.294,0.371,0.665
"alonspe01",2017,"Pete Alonso",24,"Maj-NL","New York",161,693,597,103,155,70,30,2,53,120,72,6,66,183,21,0,3,13,1,0,0.26,0.358,0.583,0.941
"jacksau01",2017,"Austin Jackson",31,"Maj-AL,Maj-NL","Cleveland,New York,San Francisco",200,693,627,75,174,124,36,4,10,67,59,2,57,197,2,0,5,21,6,1,0.278,0.339,0.396,0.735
"smithke04",2017,"Kevan Smith",31,"Maj-AL","Chicago,Los Angeles",205,692,638,65,176,129,35,0,12,71,35,0,35,101,11,2,5,22,3,0,0.276,0.322,0.387,0.709
"vogelda01",2017,"Daniel Vogelbach",26,"Maj-AL","Seattle",194,691,577,82,120,66,20,0,34,91,108,2,106,184,4,0,2,10,0,0,0.208,0.336,0.419,0.755
"valbulu01",2017,"Luis Valbuena",32,"Maj-AL","Los Angeles",211,689,613,65,122,67,24,0,31,98,67,4,63,206,2,0,7,8,3,2,0.199,0.277,0.39,0.667
"urshegi01",2017,"Gio Urshela",27,"Maj-AL","Cleveland,New York,Toronto",209,687,641,94,184,119,42,0,23,92,35,1,34,119,6,1,4,20,1,1,0.287,0.328,0.46,0.788
"dahlda01",2017,"David Dahl",25,"Maj-NL","Colorado",177,684,623,98,181,103,39,8,31,109,47,4,43,178,5,2,7,7,9,7,0.291,0.342,0.528,0.87
"hundlni01",2017,"Nick Hundley",35,"Maj-AL,Maj-NL","Oakland,San Francisco",227,681,639,66,152,89,39,3,21,71,36,4,32,184,2,2,2,21,2,1,0.238,0.28,0.407,0.687
"walkech02",2017,"Christian Walker",28,"Maj-NL","Arizona",200,671,590,94,148,84,29,1,34,81,71,6,65,182,9,0,1,12,9,0,0.251,0.34,0.476,0.816
"mathije01",2017,"Jeff Mathis",36,"Maj-AL,Maj-NL","Arizona,Texas",215,665,609,45,115,79,28,3,5,43,49,3,46,214,2,2,3,15,2,0,0.189,0.25,0.269,0.52
"lasteto01",2017,"Tommy La Stella",30,"Maj-AL,Maj-NL","Chicago,Los Angeles",275,664,586,90,167,121,24,0,22,85,57,2,55,73,7,0,2,16,0,1,0.285,0.354,0.439,0.793
"andujmi01",2017,"Miguel Andujar",24,"Maj-AL","New York",164,663,627,84,180,102,49,2,27,97,27,2,25,108,4,0,5,13,3,1,0.287,0.318,0.501,0.819
"laurera01",2017,"Ramon Laureano",24,"Maj-AL","Oakland",171,657,590,106,170,99,41,1,29,86,43,0,43,173,13,1,10,7,20,2,0.288,0.345,0.509,0.853
"mahtomi01",2017,"Mikie Mahtook",29,"Maj-AL","Detroit",183,654,594,74,141,93,19,8,21,67,46,1,45,156,9,0,5,7,10,1,0.237,0.3,0.402,0.702
"headlch01",2017,"Chase Headley",34,"Maj-AL,Maj-NL","New York,San Diego",174,646,564,79,146,102,31,1,12,65,66,2,64,152,8,1,7,13,9,2,0.259,0.341,0.381,0.722
"diazya01",2017,"Yandy Diaz",27,"Maj-AL","Cleveland,Tampa Bay",166,645,571,93,157,105,33,4,15,66,67,2,65,114,2,0,5,20,4,2,0.275,0.35,0.426,0.776
"tapiara01",2017,"Raimel Tapia",25,"Maj-NL","Colorado",231,645,611,87,168,111,37,8,12,66,31,1,30,143,2,1,0,5,14,5,0.275,0.312,0.421,0.733
"davisjd01",2017,"J.D. Davis",26,"Maj-AL,Maj-NL","Houston,New York",204,634,575,82,158,102,28,1,27,69,52,2,50,146,4,0,3,20,4,0,0.275,0.338,0.468,0.805
"phillbr01",2017,"Brandon Phillips",37,"Maj-AL,Maj-NL","Atlanta,Boston,Los Angeles",153,631,595,85,166,117,34,1,14,62,25,1,24,80,8,2,1,22,11,7,0.279,0.316,0.41,0.727
"newmake01",2017,"Kevin Newman",25,"Maj-NL","Pittsburgh",161,628,584,68,171,131,22,6,12,70,32,3,29,85,8,2,2,7,16,8,0.293,0.337,0.413,0.75
"osunajo01",2017,"Jose Osuna",26,"Maj-NL","Pittsburgh",246,623,582,86,143,77,42,4,20,77,30,0,30,110,4,0,6,18,0,0,0.246,0.285,0.435,0.719
"lagarju01",2017,"Juan Lagares",30,"Maj-NL","New York",252,622,570,84,138,97,29,4,8,48,39,5,34,141,6,4,3,16,14,4,0.242,0.296,0.349,0.645
"crawfjp01",2017,"J.P. Crawford",24,"Maj-AL,Maj-NL","Philadelphia,Seattle",165,621,532,68,118,69,31,8,10,64,72,0,72,142,7,5,4,7,8,2,0.222,0.32,0.367,0.687
"kineris01",2017,"Isiah Kiner-Falefa",24,"Maj-AL","Texas",176,618,558,66,141,103,30,3,5,55,42,1,41,111,10,6,2,23,10,4,0.253,0.315,0.344,0.66
"pradoma01",2017,"Martin Prado",35,"Maj-NL","Miami",195,616,582,55,140,108,27,0,5,45,29,0,29,98,1,0,4,19,1,0,0.241,0.276,0.313,0.589
"kempto01",2017,"Tony Kemp",27,"Maj-AL,Maj-NL","Chicago,Houston",223,613,537,74,127,84,25,4,14,63,56,2,54,96,10,4,5,11,14,7,0.237,0.317,0.376,0.694
"davisra01",2017,"Rajai Davis",38,"Maj-AL,Maj-NL","Boston,Cleveland,New York,Oakland",239,609,558,93,128,91,27,3,7,34,39,1,38,137,5,5,2,14,50,15,0.229,0.285,0.326,0.611
"gurrilo01",2017,"Lourdes Gurriel Jr.",25,"Maj-AL","Toronto",149,606,563,82,157,97,27,2,31,85,29,1,28,145,7,2,5,6,7,4,0.279,0.32,0.499,0.819
"phegljo01",2017,"Josh Phegley",31,"Maj-AL","Oakland",198,605,556,71,124,71,36,0,17,87,30,0,30,116,9,2,8,18,0,2,0.223,0.27,0.38,0.65
"ruizri01",2017,"Rio Ruiz",25,"Maj-AL,Maj-NL","Atlanta,Baltimore",192,601,532,58,116,80,18,2,16,65,61,1,60,134,2,1,5,16,1,1,0.218,0.298,0.35,0.648
"cuthbch01",2017,"Cheslor Cuthbert",26,"Maj-AL","Kansas City",169,600,555,45,129,92,23,0,14,65,39,1,38,129,4,0,2,21,1,0,0.232,0.287,0.35,0.636
"hansoal01",2017,"Alen Hanson",26,"Maj-AL,Maj-NL","Chicago,Pittsburgh,San Francisco,Toronto",228,593,555,77,129,83,26,8,12,54,24,1,23,141,3,4,7,9,19,5,0.232,0.265,0.373,0.638
"josepca01",2017,"Caleb Joseph",33,"Maj-AL,Maj-NL","Arizona,Baltimore",182,587,557,64,131,87,30,3,11,48,21,0,21,150,5,3,1,10,2,1,0.235,0.269,0.359,0.628
"allengr01",2017,"Greg Allen",26,"Maj-AL","Cleveland",199,586,531,73,129,95,21,6,7,53,27,2,25,119,17,8,3,8,30,3,0.243,0.299,0.345,0.644
"severpe01",2017,"Pedro Severino",25,"Maj-AL,Maj-NL","Baltimore,Washington",182,585,524,51,113,75,23,0,15,62,49,5,44,130,8,1,3,8,4,1,0.216,0.291,0.345,0.637
"vogtst01",2017,"Stephen Vogt",34,"Maj-AL,Maj-NL","Milwaukee,Oakland,San Francisco",196,583,534,55,132,68,39,3,22,80,41,2,39,122,1,1,6,3,3,1,0.247,0.299,0.455,0.754
"whitety01",2017,"Tyler White",28,"Maj-AL,Maj-NL","Houston,Los Angeles",170,583,511,52,125,72,32,3,18,75,64,0,64,143,3,0,5,8,0,0,0.245,0.329,0.425,0.754
"alberha01",2017,"Hanser Alberto",26,"Maj-AL","Baltimore,Texas",152,580,551,62,165,128,23,2,12,51,18,1,17,54,4,4,3,9,4,4,0.3,0.325,0.414,0.739
"knappan01",2017,"Andrew Knapp",27,"Maj-NL","Philadelphia",214,579,494,57,110,75,23,3,9,36,73,7,66,182,5,4,3,9,2,0,0.223,0.327,0.336,0.663
"travide01",2017,"Devon Travis",27,"Maj-AL","Toronto",153,575,542,63,131,80,32,3,16,68,23,1,22,102,7,1,2,13,7,4,0.242,0.281,0.4,0.681
"ervinph01",2017,"Phil Ervin",26,"Maj-NL","Cincinnati",200,571,512,65,134,86,23,8,17,64,42,1,41,138,10,1,6,10,14,4,0.262,0.326,0.438,0.764
"plaweke01",2017,"Kevin Plawecki",28,"Maj-AL,Maj-NL","Cleveland,New York",173,569,496,57,111,68,28,2,13,60,54,4,50,113,15,1,3,18,1,1,0.224,0.317,0.367,0.684
"peterja01",2017,"Jace Peterson",29,"Maj-AL,Maj-NL","Atlanta,Baltimore,New York",212,569,496,50,104,67,25,5,7,56,64,3,61,130,5,2,2,13,20,4,0.21,0.305,0.323,0.628
"boteda01",2017,"David Bote",26,"Maj-NL","Chicago",201,566,487,70,122,77,26,2,17,74,63,5,58,153,11,0,5,14,8,3,0.251,0.346,0.417,0.763
"asuajca01",2017,"Carlos Asuaje",26,"Maj-NL","San Diego",166,561,496,43,120,90,22,2,6,40,52,1,51,122,3,6,4,11,1,2,0.242,0.315,0.331,0.646
"delmoni01",2017,"Nicky Delmonico",26,"Maj-AL","Chicago",152,552,488,62,111,71,17,5,18,54,54,1,53,136,9,0,1,13,3,2,0.228,0.315,0.393,0.709
"reynobr01",2017,"Bryan Reynolds",24,"Maj-NL","Pittsburgh",134,546,491,83,154,97,37,4,16,68,46,0,46,121,6,0,3,9,3,0,0.314,0.377,0.503,0.88
"caratvi01",2017,"Victor Caratini",25,"Maj-NL","Chicago",200,545,484,58,122,87,21,0,14,57,45,1,44,114,10,2,4,14,1,0,0.252,0.326,0.382,0.708
"santaan02",2017,"Anthony Santander",24,"Maj-AL","Baltimore",139,544,511,55,127,76,28,2,21,67,25,0,25,115,3,1,4,2,2,1,0.249,0.286,0.434,0.72
"slateau01",2017,"Austin Slater",26,"Maj-NL","San Francisco",175,544,484,56,123,91,18,5,9,60,50,3,47,157,9,0,1,9,8,0,0.254,0.335,0.368,0.702
"dixonbr01",2017,"Brandon Dixon",27,"Maj-AL,Maj-NL","Cincinnati,Detroit",190,544,509,55,118,68,26,4,20,62,27,0,27,179,4,0,4,7,5,0,0.232,0.274,0.417,0.69
"palkada01",2017,"Daniel Palka",27,"Maj-AL","Chicago",154,542,501,60,109,62,15,3,29,71,38,3,35,188,3,0,0,10,2,1,0.218,0.277,0.433,0.71
"ohearry01",2017,"Ryan O'Hearn",25,"Maj-AL","Kansas City",149,540,477,55,103,51,23,3,26,68,59,1,58,144,2,0,2,7,0,1,0.216,0.304,0.44,0.744
"utleych01",2017,"Chase Utley",39,"Maj-NL","Los Angeles",209,540,473,61,108,64,30,5,9,48,49,2,47,91,14,1,3,6,9,0,0.228,0.317,0.37,0.687
"caveja01",2017,"Jake Cave",26,"Maj-AL","Minnesota",163,537,481,82,126,74,27,4,21,70,39,2,37,173,11,2,4,7,2,1,0.262,0.329,0.466,0.795
"josepto01",2017,"Tommy Joseph",25,"Maj-NL","Philadelphia",142,533,495,51,119,69,27,1,22,69,33,1,32,129,2,0,3,21,1,0,0.24,0.289,0.432,0.721
"smithdo02",2017,"Dominic Smith",24,"Maj-NL","New York",191,529,487,66,115,62,27,1,25,62,37,0,37,140,4,0,1,12,1,2,0.236,0.295,0.45,0.745
"birdgr01",2017,"Greg Bird",26,"Maj-AL","New York",139,522,454,49,88,43,23,1,21,67,55,1,54,136,7,0,6,7,0,0,0.194,0.287,0.388,0.675
"naquity01",2017,"Tyler Naquin",28,"Maj-AL","Cleveland",167,517,485,60,133,92,28,0,13,58,22,3,19,117,4,2,4,10,5,3,0.274,0.309,0.412,0.721
"guerrvl02",2017,"Vladimir Guerrero Jr.",20,"Maj-AL","Toronto",123,514,464,52,126,83,26,2,15,69,46,0,46,91,2,0,2,17,0,0,0.272,0.339,0.433,0.772
"reyesvi01",2017,"Victor Reyes",24,"Maj-AL","Detroit",169,511,488,64,131,98,21,8,4,37,19,0,19,110,0,1,3,9,18,4,0.268,0.294,0.369,0.663
"munozya01",2017,"Yairo Munoz",24,"Maj-NL","St. Louis",196,510,465,59,127,93,23,1,10,55,37,7,30,108,5,0,3,8,12,5,0.273,0.331,0.391,0.723
"beltrca01",2017,"Carlos Beltran",40,"Maj-AL","Houston",129,509,467,60,108,65,29,0,14,51,33,3,30,102,3,0,6,9,0,0,0.231,0.283,0.383,0.666
"jimenel02",2017,"Eloy Jimenez",22,"Maj-AL","Chicago",122,504,468,69,125,74,18,2,31,79,30,0,30,134,4,0,2,11,0,0,0.267,0.316,0.513,0.828
"coopega03",2017,"Garrett Cooper",28,"Maj-AL,Maj-NL","Miami,New York",134,504,457,57,128,89,22,2,15,58,38,0,38,134,6,0,3,11,0,0,0.28,0.341,0.435,0.777
"rodriro03",2017,"Ronny Rodriguez",27,"Maj-AL","Detroit",146,500,467,46,103,62,19,3,19,63,23,0,23,124,0,3,7,11,5,1,0.221,0.254,0.396,0.65
"jankotr01",2017,"Travis Jankowski",28,"Maj-NL","San Diego",166,499,445,59,108,87,14,3,4,18,48,0,48,106,2,4,0,9,30,8,0.243,0.319,0.315,0.634
"pedrodu01",2017,"Dustin Pedroia",35,"Maj-AL","Boston",114,497,437,48,122,96,19,0,7,63,52,4,48,51,2,2,4,13,4,3,0.279,0.356,0.371,0.726
"smithdw02",2017,"Dwight Smith Jr.",26,"Maj-AL","Baltimore,Toronto",147,496,449,57,113,69,26,3,15,62,34,0,34,105,7,1,5,9,6,1,0.252,0.311,0.423,0.734
"mailelu01",2017,"Luke Maile",28,"Maj-AL","Toronto",157,496,451,41,87,58,20,2,7,43,36,0,36,135,4,2,3,7,4,0,0.193,0.257,0.293,0.55
"austity01",2017,"Tyler Austin",27,"Maj-AL,Maj-NL","Milwaukee,Minnesota,New York,San Francisco",174,493,438,68,94,48,17,1,28,79,47,1,46,179,2,0,6,6,3,1,0.215,0.29,0.45,0.74
"hollima01",2017,"Matt Holliday",38,"Maj-AL,Maj-NL","Colorado,New York",130,492,426,53,101,60,20,0,21,67,58,0,58,132,3,0,5,14,1,0,0.237,0.329,0.432,0.761
"saladty01",2017,"Tyler Saladino",29,"Maj-AL,Maj-NL","Chicago,Milwaukee",163,491,444,43,84,62,13,2,7,34,37,0,37,134,5,4,1,9,9,6,0.189,0.259,0.275,0.534
"verdual01",2017,"Alex Verdugo",23,"Maj-NL","Los Angeles",157,488,443,55,125,81,28,2,14,49,36,1,35,67,2,1,6,13,4,2,0.282,0.335,0.449,0.784
"stewach02",2017,"Christin Stewart",25,"Maj-AL","Detroit",121,488,429,39,102,62,26,2,12,50,44,3,41,116,8,0,7,4,0,1,0.238,0.316,0.392,0.707
"napolmi01",2017,"Mike Napoli",35,"Maj-AL","Texas",124,485,425,60,82,41,11,1,29,66,49,3,46,163,7,0,3,11,1,2,0.193,0.285,0.428,0.713
"calhowi01",2017,"Willie Calhoun",24,"Maj-AL","Texas",131,482,442,62,114,70,19,1,24,63,31,0,31,84,5,0,4,7,0,0,0.258,0.311,0.468,0.78
"tellero01",2017,"Rowdy Tellez",24,"Maj-AL","Toronto",134,482,440,59,106,53,28,0,25,68,31,3,28,137,7,0,4,9,1,1,0.241,0.299,0.475,0.774
"mercaos01",2017,"oscar Mercado",24,"Maj-AL","Cleveland",115,482,438,70,118,75,25,3,15,54,28,0,28,84,5,7,4,9,15,4,0.269,0.318,0.443,0.761
"kellyca02",2017,"Carson Kelly",24,"Maj-NL","Arizona,St. Louis",164,482,418,52,93,53,22,0,18,56,56,10,46,97,4,3,1,14,0,0,0.223,0.319,0.404,0.724
"culbech01",2017,"Charlie Culberson",30,"Maj-NL","Atlanta,Los Angeles",228,481,444,61,117,72,24,4,17,66,29,5,24,133,5,1,2,12,4,3,0.264,0.315,0.451,0.765
"janseda01",2017,"Danny Jansen",24,"Maj-AL","Toronto",138,479,428,53,92,57,18,1,16,51,40,1,39,96,8,1,2,9,0,1,0.215,0.293,0.374,0.667
"rominan01",2017,"Andrew Romine",32,"Maj-AL","Detroit,Seattle",183,479,437,60,99,73,19,3,4,27,29,0,29,106,5,6,2,9,7,4,0.227,0.281,0.311,0.592
"cespeyo01",2017,"Yoenis Cespedes",32,"Maj-NL","New York",119,478,432,66,122,71,23,2,26,71,39,7,32,111,3,0,4,8,3,1,0.282,0.343,0.526,0.869
"lowebr01",2017,"Brandon Lowe",24,"Maj-AL","Tampa Bay",125,475,425,58,110,60,23,4,23,76,41,0,41,151,7,0,2,4,7,1,0.259,0.333,0.494,0.827
"rodrise01",2017,"Sean Rodriguez",34,"Maj-NL","Atlanta,Philadelphia,Pittsburgh",191,466,395,63,72,45,12,1,14,39,57,2,55,159,8,5,1,6,3,1,0.182,0.297,0.324,0.621
"zimmebr01",2017,"Bradley Zimmer",26,"Maj-AL","Cleveland",139,460,418,56,96,64,20,2,10,48,34,1,33,150,5,0,3,6,22,2,0.23,0.294,0.359,0.652
"blancgr01",2017,"Gregor Blanco",34,"Maj-NL","Arizona,San Francisco",150,459,413,62,96,68,17,6,5,25,43,0,43,117,0,2,1,4,21,2,0.232,0.304,0.339,0.643
"sucreje01",2017,"Jesus Sucre",31,"Maj-AL","Baltimore,Tampa Bay",149,457,420,32,96,75,13,0,8,49,20,2,18,77,5,6,6,11,3,0,0.229,0.268,0.317,0.585
"torrero01",2017,"Ronald Torreyes",26,"Maj-AL","Minnesota,New York",147,455,431,47,123,96,22,2,3,44,13,0,13,62,2,5,4,12,3,0,0.285,0.307,0.367,0.673
"luplojo01",2017,"Jordan Luplow",25,"Maj-AL,Maj-NL","Cleveland,Pittsburgh",147,451,395,64,95,50,19,5,21,56,49,0,49,101,5,0,2,18,5,5,0.241,0.33,0.473,0.804
"ramirha02",2017,"Harold Ramirez",24,"Maj-NL","Miami",119,446,421,54,116,82,20,3,11,50,18,1,17,91,5,0,1,8,2,1,0.276,0.312,0.416,0.728
"mesorde01",2017,"Devin Mesoraco",30,"Maj-NL","Cincinnati,New York",139,439,385,41,84,51,15,1,17,47,43,3,40,90,9,0,2,13,1,0,0.218,0.31,0.395,0.705
"gonzaad01",2017,"Adrian Gonzalez",36,"Maj-NL","Los Angeles,New York",125,439,400,29,96,65,22,0,9,56,31,4,27,77,1,0,6,12,0,1,0.24,0.292,0.363,0.655
"herrmch01",2017,"Chris Herrmann",31,"Maj-AL,Maj-NL","Arizona,Oakland,Seattle",170,437,386,50,76,47,14,2,13,42,48,0,48,120,0,1,2,5,5,0,0.197,0.284,0.345,0.629
"duggast01",2017,"Steven Duggar",25,"Maj-NL","San Francisco",114,433,402,46,97,65,23,3,6,45,26,1,25,122,1,0,4,1,6,4,0.241,0.286,0.358,0.645
"biggica01",2017,"Cavan Biggio",24,"Maj-AL","Toronto",100,430,354,66,83,48,17,2,16,48,71,0,71,123,2,0,2,0,14,0,0.235,0.364,0.429,0.793
"frazicl01",2017,"Clint Frazier",24,"Maj-AL","New York",123,429,393,56,100,54,26,4,16,56,28,1,27,126,4,0,4,7,2,1,0.255,0.308,0.463,0.771
"stassma01",2017,"Max Stassi",28,"Maj-AL","Houston,Los Angeles",151,428,377,40,72,46,15,0,11,36,41,0,41,127,7,0,3,11,0,0,0.191,0.28,0.318,0.599
"herrero02",2017,"Rosell Herrera",26,"Maj-AL,Maj-NL","Cincinnati,Kansas City,Miami",148,421,383,35,86,60,20,3,3,31,30,1,29,84,4,2,2,8,7,3,0.225,0.286,0.316,0.602
"fishede01",2017,"Derek Fisher",25,"Maj-AL","Houston,Toronto",151,420,372,57,71,41,10,4,16,45,43,1,42,154,3,0,2,4,10,4,0.191,0.279,0.368,0.647
"villach01",2017,"Christian Villanueva",27,"Maj-NL","San Diego",122,416,383,47,94,54,16,0,24,53,23,0,23,114,9,0,1,12,3,0,0.245,0.303,0.475,0.778
"valaipa01",2017,"Pat Valaika",26,"Maj-NL","Colorado",213,415,384,47,81,43,21,1,16,49,23,0,23,118,0,7,1,6,0,0,0.211,0.255,0.396,0.651
"gonzaer01",2017,"Erik Gonzalez",27,"Maj-AL,Maj-NL","Cleveland,Pittsburgh",179,414,388,50,100,72,20,2,6,33,17,3,14,108,3,4,2,6,8,3,0.258,0.293,0.366,0.659
"machadi01",2017,"Dixon Machado",26,"Maj-AL","Detroit",134,414,380,37,87,65,18,2,2,32,24,1,23,73,4,3,3,8,2,1,0.229,0.28,0.303,0.582
"senzeni01",2017,"Nick Senzel",24,"Maj-NL","Cincinnati",104,413,374,55,96,60,20,4,12,42,30,0,30,100,3,0,1,6,14,5,0.257,0.316,0.428,0.744
"guyerbr01",2017,"Brandon Guyer",32,"Maj-AL","Cleveland",170,413,359,48,79,51,18,1,9,47,30,0,30,91,19,3,2,9,3,1,0.22,0.312,0.351,0.663
"yastrmi01",2017,"Mike Yastrzemski",28,"Maj-NL","San Francisco",107,411,371,64,101,55,22,3,21,55,32,1,31,107,4,1,3,4,2,4,0.272,0.334,0.518,0.852
"wilkest01",2017,"Stevie Wilkerson",27,"Maj-AL","Baltimore",133,410,375,43,82,49,21,2,10,38,25,0,25,124,7,1,2,5,4,3,0.219,0.279,0.365,0.644
"ellsbja01",2017,"Jacoby Ellsbury",33,"Maj-AL","New York",111,409,356,65,94,63,20,4,7,39,41,3,38,63,5,2,0,7,22,3,0.264,0.348,0.402,0.75
"mckinbi01",2017,"Billy McKinney",24,"Maj-AL","New York,Toronto",122,408,370,51,84,44,21,1,18,41,30,0,30,106,3,2,3,0,1,1,0.227,0.288,0.435,0.723
"buterdr01",2017,"Drew Butera",35,"Maj-AL,Maj-NL","Colorado,Kansas City",140,408,369,37,75,52,16,1,6,38,31,0,31,94,3,2,3,6,0,0,0.203,0.269,0.301,0.569
"rengilu01",2017,"Luis Rengifo",22,"Maj-AL","Los Angeles",108,406,357,44,85,57,18,3,7,33,40,0,40,93,5,1,3,6,2,5,0.238,0.321,0.364,0.685
"casalcu01",2017,"Curt Casali",30,"Maj-AL,Maj-NL","Cincinnati,Tampa Bay",142,405,356,41,96,64,19,0,13,51,40,2,38,94,3,1,5,6,0,2,0.27,0.344,0.433,0.777
"youngch04",2017,"Chris Young",34,"Maj-AL","Boston,Los Angeles",145,404,356,47,76,46,14,3,13,38,41,0,41,92,4,1,2,5,5,2,0.214,0.3,0.379,0.679
"siscoch01",2017,"Chance Sisco",24,"Maj-AL","Baltimore",130,404,345,45,70,41,17,0,12,40,38,0,38,134,21,0,0,7,1,1,0.203,0.319,0.357,0.676
"murphto04",2017,"Tom Murphy",28,"Maj-AL,Maj-NL","Colorado,Seattle",123,403,377,38,93,51,20,2,20,52,24,2,22,140,1,0,1,2,2,0,0.247,0.293,0.47,0.762
"lopezni01",2017,"Nicky Lopez",24,"Maj-AL","Kansas City",103,402,379,44,91,65,22,2,2,30,18,0,18,51,1,4,0,5,1,0,0.24,0.276,0.325,0.601
"mossbr01",2017,"Brandon Moss",33,"Maj-AL","Kansas City",116,401,362,41,75,39,14,0,22,50,37,0,37,128,0,0,2,7,2,0,0.207,0.279,0.428,0.708
"lugoda01",2017,"Dawel Lugo",24,"Maj-AL","Detroit",104,389,367,38,87,60,15,5,7,34,15,1,14,79,3,0,4,10,0,0,0.237,0.27,0.362,0.632
"almonab01",2017,"Abraham Almonte",30,"Maj-AL,Maj-NL","Arizona,Cleveland,Kansas City",134,384,337,52,73,48,12,6,7,27,42,0,42,90,1,2,2,9,4,3,0.217,0.304,0.35,0.654
"chavimi01",2017,"Michael Chavis",23,"Maj-AL","Boston",95,382,347,46,88,59,10,1,18,58,31,2,29,127,4,0,0,11,2,1,0.254,0.322,0.444,0.766
"escobyu01",2017,"Yunel Escobar",34,"Maj-AL","Los Angeles",89,381,350,43,96,68,20,1,7,31,29,0,29,51,2,0,0,15,1,4,0.274,0.333,0.397,0.73
"castrha01",2017,"Harold Castro",25,"Maj-AL","Detroit",103,379,364,32,106,87,10,4,5,38,9,0,9,88,0,2,4,6,5,1,0.291,0.305,0.382,0.687
"hampsga01",2017,"Garrett Hampson",24,"Maj-NL","Colorado",127,375,339,43,85,60,12,5,8,31,31,1,30,100,1,2,2,2,17,2,0.251,0.314,0.386,0.7
"aokino01",2017,"Nori Aoki",35,"Maj-AL,Maj-NL","Houston,New York,Toronto",109,374,336,48,93,66,20,2,5,35,29,1,28,44,3,1,5,12,10,2,0.277,0.335,0.393,0.728
"tomlike01",2017,"Kelby Tomlinson",28,"Maj-NL","San Francisco",163,374,334,41,79,66,8,4,1,21,32,2,30,81,2,3,3,11,9,3,0.237,0.305,0.293,0.598
"smithse01",2017,"Seth Smith",34,"Maj-AL","Baltimore",106,373,330,50,85,53,19,0,13,32,36,3,33,79,6,0,1,7,2,0,0.258,0.341,0.433,0.774
"tatisfe02",2017,"Fernando Tatis Jr.",20,"Maj-NL","San Diego",84,372,334,61,106,65,13,6,22,53,30,1,29,110,5,0,3,4,16,6,0.317,0.379,0.59,0.969
"aybarer01",2017,"Erick Aybar",33,"Maj-NL","San Diego",106,370,333,37,78,55,15,1,7,22,28,2,26,57,4,3,2,5,11,3,0.234,0.3,0.348,0.648
"alvaryo01",2017,"Yordan alvarez",22,"Maj-AL","Houston",87,369,313,58,98,45,26,0,27,78,52,4,48,94,2,0,2,9,0,0,0.313,0.412,0.655,1.067
"arraelu01",2017,"Luis Arraez",22,"Maj-AL","Minnesota",92,366,326,54,109,84,20,1,4,28,36,1,35,29,1,0,3,2,2,0,0.334,0.399,0.439,0.838
"chiselo01",2017,"Lonnie Chisenhall",29,"Maj-AL","Cleveland",110,365,320,45,95,57,23,2,13,62,33,3,30,67,5,4,3,8,3,1,0.297,0.368,0.503,0.872
"tauchmi01",2017,"Mike Tauchman",28,"Maj-AL,Maj-NL","Colorado,New York",138,365,319,53,81,47,19,2,13,49,43,0,43,96,1,1,1,10,8,2,0.254,0.343,0.448,0.792
"barneda01",2017,"Darwin Barney",31,"Maj-AL","Toronto",122,362,336,34,78,58,14,0,6,25,18,0,18,64,2,5,1,13,7,1,0.232,0.275,0.327,0.602
"marteje01",2017,"Jefry Marte",27,"Maj-AL","Los Angeles",135,354,321,38,64,40,12,1,11,36,26,0,26,75,6,0,1,8,2,1,0.199,0.271,0.346,0.617
"edmanto01",2017,"Tommy Edman",24,"Maj-NL","St. Louis",92,350,327,59,99,64,17,7,11,36,16,0,16,62,7,0,0,3,15,1,0.303,0.349,0.499,0.847
"hiurake01",2017,"Keston Hiura",22,"Maj-NL","Milwaukee",84,348,314,51,95,51,23,2,19,49,25,1,24,107,8,0,1,6,9,3,0.303,0.368,0.57,0.938
"riverre01",2017,"Rene Rivera",35,"Maj-AL,Maj-NL","Atlanta,Chicago,Los Angeles,New York",112,348,321,33,79,51,13,0,15,49,21,3,18,109,4,1,1,7,0,1,0.246,0.3,0.427,0.727
"ellisaj01",2017,"A.J. Ellis",37,"Maj-NL","Miami,San Diego",117,346,294,36,71,51,13,0,7,29,38,1,37,66,7,5,2,8,0,0,0.242,0.34,0.357,0.697
"greingr01",2017,"Grayson Greiner",26,"Maj-AL","Detroit",88,340,304,27,63,46,11,1,5,31,30,0,30,102,1,1,4,5,0,1,0.207,0.277,0.299,0.577
"rosalad01",2017,"Adam Rosales",35,"Maj-AL,Maj-NL","Arizona,Cleveland,Oakland",111,333,308,29,69,44,17,0,8,38,12,1,11,105,4,5,4,6,1,1,0.224,0.259,0.357,0.616
